loanamount,totaldue,interest,termyears,rateofinterest,referredbysomeone,prevloan_loannumber_count,prevloan_loannumber_mean,prevloan_loannumber_max,prevloan_loannumber_min,prevloan_loannumber_sum,prevloan_loanamount_count,prevloan_loanamount_mean,prevloan_loanamount_max,prevloan_loanamount_min,prevloan_loanamount_sum,prevloan_totaldue_count,prevloan_totaldue_mean,prevloan_totaldue_max,prevloan_totaldue_min,prevloan_totaldue_sum,prevloan_interest_count,prevloan_interest_mean,prevloan_interest_max,prevloan_interest_min,prevloan_interest_sum,prevloan_termyears_count,prevloan_termyears_mean,prevloan_termyears_max,prevloan_termyears_min,prevloan_termyears_sum,prevloan_rateofinterest_count,prevloan_rateofinterest_mean,prevloan_rateofinterest_max,prevloan_rateofinterest_min,prevloan_rateofinterest_sum,prevloan_referredbysomeone_count,prevloan_referredbysomeone_sum,prevloan_diff_due_and_repay_count,prevloan_diff_due_and_repay_mean,prevloan_diff_due_and_repay_max,prevloan_diff_due_and_repay_min,prevloan_diff_due_and_repay_sum,prevloan_diff_closed_and_due_count,prevloan_diff_closed_and_due_mean,prevloan_diff_closed_and_due_max,prevloan_diff_closed_and_due_min,prevloan_diff_closed_and_due_sum,prevloan_due_dayofweek_count,prevloan_due_dayofweek_mean,prevloan_due_dayofweek_max,prevloan_due_dayofweek_min,prevloan_due_dayofweek_sum,prevloan_due_month_count,prevloan_due_month_mean,prevloan_due_month_max,prevloan_due_month_min,prevloan_due_month_sum,prevloan_repaid_dayofweek_count,prevloan_repaid_dayofweek_mean,prevloan_repaid_dayofweek_max,prevloan_repaid_dayofweek_min,prevloan_repaid_dayofweek_sum,prevloan_repaid_month_count,prevloan_repaid_month_mean,prevloan_repaid_month_max,prevloan_repaid_month_min,prevloan_repaid_month_sum,prevloan_is_month_start_repaid_count,prevloan_is_month_start_repaid_mean,prevloan_is_month_start_repaid_sum,prevloan_is_month_end_repaid_count,prevloan_is_month_end_repaid_mean,prevloan_is_month_end_repaid_sum,prevloan_is_month_start_duedate_count,prevloan_is_month_start_duedate_mean,prevloan_is_month_start_duedate_sum,prevloan_is_month_end_duedate_count,prevloan_is_month_end_duedate_mean,prevloan_is_month_end_duedate_sum,longitude_gps,latitude_gps,customers_age,prevloan_referredbysomeone_mean_False,prevloan_referredbysomeone_mean_True,prevloan_referredbysomeone_max_False,prevloan_referredbysomeone_max_True,prevloan_referredbysomeone_min_False,prevloan_referredbysomeone_min_True,prevloan_is_month_start_repaid_max_False,prevloan_is_month_start_repaid_max_True,prevloan_is_month_start_repaid_min_False,prevloan_is_month_start_repaid_min_True,prevloan_is_month_end_repaid_max_False,prevloan_is_month_end_repaid_max_True,prevloan_is_month_end_repaid_min_False,prevloan_is_month_end_repaid_min_True,prevloan_is_month_start_duedate_max_False,prevloan_is_month_start_duedate_max_True,prevloan_is_month_start_duedate_min_False,prevloan_is_month_start_duedate_min_True,prevloan_is_month_end_duedate_max_False,prevloan_is_month_end_duedate_max_True,prevloan_is_month_end_duedate_min_False,prevloan_is_month_end_duedate_min_True,bank_account_type_Current,bank_account_type_Other,bank_account_type_Savings,bank_name_clients_Access Bank,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank,employment_status_clients_Permanent,employment_status_clients_Retired,employment_status_clients_Self-Employed,employment_status_clients_Student,employment_status_clients_Unemployed,target
10000.0,13000.0,3000.0,0.0821917808219178,3.6500000000000004,False,2.0,1.5,2.0,1.0,3.0,2.0,10000.0,10000.0,10000.0,20000.0,2.0,13000.0,13000.0,13000.0,26000.0,2.0,3000.0,3000.0,3000.0,6000.0,2.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.1643835616438356,2.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,7.300000000000001,2.0,0.0,2.0,54539.0,65410.0,43668.0,109078.0,2.0,55148.5,66020.0,44277.0,110297.0,2.0,3.0,4.0,2.0,6.0,2.0,6.5,7.0,6.0,13.0,2.0,0.0,0.0,0.0,0.0,2.0,6.5,7.0,6.0,13.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,8.331602499999999,5.011729900000001,30.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10000.0,11500.0,1500.0,0.0410958904109589,3.6500000000000004,False,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,13000.0,13000.0,1.0,3000.0,3000.0,3000.0,3000.0,1.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,1.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,3.6500000000000004,1.0,0.0,1.0,66089.0,66089.0,66089.0,66089.0,1.0,66698.0,66698.0,66698.0,66698.0,1.0,3.0,3.0,3.0,3.0,1.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.6534226,5.9092630999999995,24.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30000.0,39000.0,9000.0,0.1643835616438356,1.825,False,9.0,5.0,9.0,1.0,45.0,9.0,18888.88888888889,30000.0,5000.0,170000.0,9.0,22855.555555555555,36800.0,5750.0,205700.0,9.0,3966.6666666666665,6800.0,750.0,35700.0,9.0,0.0958904109589041,0.1643835616438356,0.0410958904109589,0.863013698630137,9.0,2.455864197530864,3.6500000000000004,1.3788888888888888,22.102777777777778,9.0,0.0,9.0,57844.88888888889,83343.0,25242.0,520604.0,9.0,61769.666666666664,84252.0,26590.0,555927.0,9.0,1.0,4.0,0.0,9.0,9.0,5.666666666666667,12.0,1.0,51.0,9.0,3.2222222222222223,6.0,0.0,29.0,9.0,6.666666666666667,12.0,1.0,60.0,9.0,0.1111111111111111,1.0,9.0,0.1111111111111111,1.0,9.0,0.1111111111111111,1.0,9.0,0.1111111111111111,1.0,3.5057627,6.4316262,35.0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30000.0,36000.0,6000.0,0.1643835616438356,1.2166666666666668,False,11.0,6.0,11.0,1.0,66.0,11.0,11363.636363636364,15000.0,10000.0,125000.0,11.0,13693.181818181818,18375.0,11400.0,150625.0,11.0,2329.5454545454545,3375.0,1400.0,25625.0,11.0,0.0672478206724782,0.0821917808219178,0.0410958904109589,0.7397260273972602,11.0,3.1319949494949495,3.6500000000000004,1.8250000000000002,34.45194444444444,11.0,0.0,11.0,44827.545454545456,73485.0,27538.0,493103.0,11.0,40237.181818181816,74094.0,302.0,442609.0,11.0,1.6363636363636365,4.0,0.0,18.0,11.0,5.818181818181818,10.0,2.0,64.0,11.0,1.5454545454545454,4.0,0.0,17.0,11.0,5.636363636363637,10.0,2.0,62.0,11.0,0.09090909090909091,1.0,11.0,0.0,0.0,11.0,0.18181818181818182,2.0,11.0,0.2727272727272727,3.0,,,,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000.0,11500.0,1500.0,0.0410958904109589,3.6500000000000004,True,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,11500.0,11500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,0.0410958904109589,0.0410958904109589,0.0410958904109589,0.0410958904109589,1.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,3.6500000000000004,1.0,1.0,1.0,30982.0,30982.0,30982.0,30982.0,1.0,31591.0,31591.0,31591.0,31591.0,1.0,4.0,4.0,4.0,4.0,1.0,7.0,7.0,7.0,7.0,1.0,3.0,3.0,3.0,3.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10000.0,13000.0,3000.0,0.0821917808219178,3.6500000000000004,False,3.0,2.0,3.0,1.0,6.0,3.0,10000.0,10000.0,10000.0,30000.0,3.0,13000.0,13000.0,13000.0,39000.0,3.0,3000.0,3000.0,3000.0,9000.0,3.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.2465753424657534,3.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,10.950000000000001,3.0,0.0,3.0,53091.666666666664,79516.0,30769.0,159275.0,3.0,53801.333333333336,80425.0,31379.0,161404.0,3.0,0.6666666666666666,2.0,0.0,2.0,3.0,6.0,7.0,5.0,18.0,3.0,2.3333333333333335,3.0,2.0,7.0,3.0,6.0,7.0,5.0,18.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,5.1971885,7.208444,32.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10000.0,11500.0,1500.0,0.0410958904109589,3.6500000000000004,True,2.0,1.5,2.0,1.0,3.0,2.0,10000.0,10000.0,10000.0,20000.0,2.0,12250.0,13000.0,11500.0,24500.0,2.0,2250.0,3000.0,1500.0,4500.0,2.0,0.06164383561643835,0.0821917808219178,0.0410958904109589,0.1232876712328767,2.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,7.300000000000001,2.0,2.0,2.0,34637.5,50686.0,18589.0,69275.0,2.0,37331.5,51595.0,23068.0,74663.0,2.0,1.5,2.0,1.0,3.0,2.0,5.5,6.0,5.0,11.0,2.0,1.0,2.0,0.0,2.0,2.0,5.5,6.0,5.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.4411905,6.4270613,32.0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
10000.0,13000.0,3000.0,0.0821917808219178,3.6500000000000004,True,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,13000.0,13000.0,1.0,3000.0,3000.0,3000.0,3000.0,1.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,1.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,3.6500000000000004,1.0,1.0,1.0,36096.0,36096.0,36096.0,36096.0,1.0,36706.0,36706.0,36706.0,36706.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.2059653,6.633194400000001,34.0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
20000.0,24500.0,4500.0,0.0821917808219178,2.7375000000000003,False,6.0,3.5,6.0,1.0,21.0,6.0,13333.333333333334,20000.0,10000.0,80000.0,6.0,16716.666666666668,24500.0,13000.0,100300.0,6.0,3383.3333333333335,4500.0,3000.0,20300.0,6.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.4931506849315068,6.0,3.2748611111111114,3.6500000000000004,2.311666666666667,19.64916666666667,6.0,0.0,6.0,48926.666666666664,82788.0,1808.0,293560.0,6.0,49780.666666666664,83697.0,2988.0,298684.0,6.0,1.0,3.0,0.0,6.0,6.0,4.0,7.0,1.0,24.0,6.0,2.8333333333333335,5.0,0.0,17.0,6.0,4.0,7.0,1.0,24.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,7.0010413,4.799333900000001,31.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30000.0,34500.0,4500.0,0.0821917808219178,1.825,False,5.0,3.0,5.0,1.0,15.0,5.0,16000.0,20000.0,10000.0,80000.0,5.0,19150.0,24500.0,11500.0,95750.0,5.0,3150.0,4500.0,1500.0,15750.0,5.0,0.06575342465753424,0.0821917808219178,0.0410958904109589,0.3287671232876712,5.0,3.1025000000000005,3.6500000000000004,2.7375000000000003,15.512500000000003,5.0,0.0,5.0,51235.8,70508.0,22343.0,256179.0,5.0,51965.6,71117.0,23253.0,259828.0,5.0,1.4,3.0,0.0,7.0,5.0,6.0,7.0,5.0,30.0,5.0,2.8,5.0,1.0,14.0,5.0,5.6,7.0,4.0,28.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000.0,44000.0,4000.0,0.0821917808219178,1.2166666666666668,False,12.0,6.5,12.0,1.0,78.0,12.0,28333.333333333332,40000.0,10000.0,340000.0,12.0,31733.333333333332,44800.0,11500.0,380800.0,12.0,3400.0,6800.0,1500.0,40800.0,12.0,0.06849315068493149,0.1643835616438356,0.0410958904109589,0.8219178082191779,12.0,2.0784722222222225,3.6500000000000004,1.2166666666666668,24.94166666666667,12.0,0.0,12.0,46588.916666666664,69973.0,32013.0,559067.0,12.0,46124.916666666664,64558.0,32625.0,553499.0,12.0,1.3333333333333333,3.0,0.0,16.0,12.0,7.75,12.0,1.0,93.0,12.0,2.3333333333333335,6.0,0.0,28.0,12.0,7.75,12.0,1.0,93.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000.0,22250.0,2250.0,0.0410958904109589,2.7375000000000003,False,3.0,2.0,3.0,1.0,6.0,3.0,10000.0,10000.0,10000.0,30000.0,3.0,12000.0,13000.0,11500.0,36000.0,3.0,2000.0,3000.0,1500.0,6000.0,3.0,0.0547945205479452,0.0821917808219178,0.0410958904109589,0.1643835616438356,3.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,10.950000000000001,3.0,0.0,3.0,40873.0,71194.0,9544.0,122619.0,3.0,41581.666666666664,71803.0,10152.0,124745.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,5.0,18.0,3.0,3.0,5.0,0.0,9.0,3.0,6.0,7.0,5.0,18.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10000.0,12500.0,2500.0,0.0821917808219178,3.041666666666667,True,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,13000.0,13000.0,1.0,3000.0,3000.0,3000.0,3000.0,1.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,1.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,3.6500000000000004,1.0,1.0,1.0,78030.0,78030.0,78030.0,78030.0,1.0,78640.0,78640.0,78640.0,78640.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.3244783,8.9381767,32.0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10000.0,13000.0,3000.0,0.0821917808219178,3.6500000000000004,False,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,13000.0,13000.0,1.0,3000.0,3000.0,3000.0,3000.0,1.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,1.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,3.6500000000000004,1.0,0.0,1.0,68287.0,68287.0,68287.0,68287.0,1.0,68896.0,68896.0,68896.0,68896.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,6.0,1.0,3.0,3.0,3.0,3.0,1.0,6.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.3189043,6.6649115000000005,31.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
15000.0,18375.0,3375.0,0.0821917808219178,2.7375000000000003,False,2.0,1.5,2.0,1.0,3.0,2.0,10000.0,10000.0,10000.0,20000.0,2.0,13000.0,13000.0,13000.0,26000.0,2.0,3000.0,3000.0,3000.0,6000.0,2.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.1643835616438356,2.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,7.300000000000001,2.0,0.0,2.0,58388.5,82404.0,34373.0,116777.0,2.0,58998.0,83014.0,34982.0,117996.0,2.0,2.0,4.0,0.0,4.0,2.0,6.5,7.0,6.0,13.0,2.0,2.0,3.0,1.0,4.0,2.0,6.5,7.0,6.0,13.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000.0,44000.0,4000.0,0.0821917808219178,1.2166666666666668,False,11.0,6.0,11.0,1.0,66.0,11.0,23636.363636363636,40000.0,10000.0,260000.0,11.0,26770.454545454544,44000.0,11125.0,294475.0,11.0,3134.090909090909,4500.0,1125.0,34475.0,11.0,0.0672478206724782,0.0821917808219178,0.0410958904109589,0.7397260273972601,11.0,2.197373737373738,3.6500000000000004,1.2166666666666668,24.171111111111117,11.0,0.0,11.0,52743.90909090909,85814.0,1612.0,580183.0,11.0,45743.545454545456,82358.0,323.0,503179.0,11.0,1.3636363636363635,4.0,0.0,15.0,11.0,7.636363636363637,12.0,3.0,84.0,11.0,2.272727272727273,5.0,0.0,25.0,11.0,7.2727272727272725,12.0,3.0,80.0,11.0,0.09090909090909091,1.0,11.0,0.09090909090909091,1.0,11.0,0.0,0.0,11.0,0.0,0.0,,,,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000.0,44000.0,4000.0,0.0821917808219178,1.2166666666666668,False,11.0,6.0,11.0,1.0,66.0,11.0,24545.454545454544,40000.0,10000.0,270000.0,11.0,28390.909090909092,44000.0,13000.0,312300.0,11.0,3845.4545454545455,4500.0,3000.0,42300.0,11.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.9041095890410958,11.0,2.2895454545454546,3.6500000000000004,1.2166666666666668,25.185000000000002,11.0,0.0,11.0,45543.454545454544,77437.0,3383.0,500978.0,11.0,46372.27272727273,78346.0,4292.0,510095.0,11.0,0.8181818181818182,4.0,0.0,9.0,11.0,6.2727272727272725,12.0,1.0,69.0,11.0,3.909090909090909,6.0,1.0,43.0,11.0,6.090909090909091,12.0,1.0,67.0,11.0,0.09090909090909091,1.0,11.0,0.0,0.0,11.0,0.09090909090909091,1.0,11.0,0.0,0.0,3.5912357000000004,6.4695305,29.0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30000.0,34500.0,4500.0,0.0821917808219178,1.825,False,10.0,5.5,10.0,1.0,55.0,10.0,18000.0,30000.0,10000.0,180000.0,10.0,21750.0,34500.0,13000.0,217500.0,10.0,3750.0,4500.0,3000.0,37500.0,10.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.821917808219178,10.0,2.8307777777777785,3.6500000000000004,1.7844444444444445,28.307777777777783,10.0,0.0,10.0,56360.9,77410.0,33737.0,563609.0,10.0,57150.3,78320.0,34347.0,571503.0,10.0,2.1,4.0,0.0,21.0,10.0,6.1,12.0,1.0,61.0,10.0,2.6,6.0,0.0,26.0,10.0,5.7,12.0,1.0,57.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.1,1.0,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10000.0,13000.0,3000.0,0.0821917808219178,3.6500000000000004,False,5.0,3.0,5.0,1.0,15.0,5.0,10000.0,10000.0,10000.0,50000.0,5.0,13000.0,13000.0,13000.0,65000.0,5.0,3000.0,3000.0,3000.0,15000.0,5.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.410958904109589,5.0,3.65,3.6500000000000004,3.6500000000000004,18.25,5.0,0.0,5.0,76882.6,82649.0,70980.0,384413.0,5.0,77731.4,83558.0,71889.0,388657.0,5.0,1.2,3.0,0.0,6.0,5.0,5.2,12.0,1.0,26.0,5.0,2.6,4.0,0.0,13.0,5.0,5.6,12.0,1.0,28.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,7.923756200000001,5.0534162,42.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000.0,13000.0,3000.0,0.0821917808219178,3.6500000000000004,False,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,13000.0,13000.0,1.0,3000.0,3000.0,3000.0,3000.0,1.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,1.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,3.6500000000000004,1.0,0.0,1.0,71844.0,71844.0,71844.0,71844.0,1.0,72453.0,72453.0,72453.0,72453.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.979043,7.424650099999999,34.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10000.0,11500.0,1500.0,0.0410958904109589,3.6500000000000004,True,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,13000.0,13000.0,1.0,3000.0,3000.0,3000.0,3000.0,1.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,1.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,3.6500000000000004,1.0,1.0,1.0,47086.0,47086.0,47086.0,47086.0,1.0,47695.0,47695.0,47695.0,47695.0,1.0,3.0,3.0,3.0,3.0,1.0,7.0,7.0,7.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.1789785,7.2558978000000005,40.0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10000.0,13000.0,3000.0,0.0821917808219178,3.6500000000000004,False,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,13000.0,13000.0,1.0,3000.0,3000.0,3000.0,3000.0,1.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,1.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,3.6500000000000004,1.0,0.0,1.0,40631.0,40631.0,40631.0,40631.0,1.0,41240.0,41240.0,41240.0,41240.0,1.0,3.0,3.0,3.0,3.0,1.0,7.0,7.0,7.0,7.0,1.0,3.0,3.0,3.0,3.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.4696437000000007,6.4274339000000005,27.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
50000.0,57500.0,7500.0,0.2465753424657534,0.6083333333333334,False,11.0,6.0,11.0,1.0,66.0,11.0,22727.272727272728,40000.0,5000.0,250000.0,11.0,26900.0,47600.0,5750.0,295900.0,11.0,4172.727272727273,7600.0,750.0,45900.0,11.0,0.0971357409713574,0.1643835616438356,0.0410958904109589,1.0684931506849313,11.0,2.2144913419913426,3.6500000000000004,1.1558333333333335,24.35940476190477,11.0,0.0,11.0,52337.90909090909,83004.0,4638.0,575717.0,11.0,55851.72727272727,83613.0,5547.0,614369.0,11.0,1.5454545454545454,4.0,0.0,17.0,11.0,6.2727272727272725,12.0,1.0,69.0,11.0,3.1818181818181817,6.0,0.0,35.0,11.0,6.090909090909091,12.0,1.0,67.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.2727272727272727,3.0,3.2923955,6.553261599999999,27.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
